publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
rokaplay,Galact Quest,Galact Quest,2017-05-10,6.99,rokaplay,Casual,Casual
Abbey Games,Renowned Explorers: The Emperor's Challenge,Renowned Explorers: The Emperor's Challenge,2017-05-10,7.49,Abbey Games,Adventure|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie
"LEVER Software, Enjoy Games",Rozkol,Rozkol,2016-06-29,2.99,Nuostak,Action|Adventure|Indie|Simulation,Indie|Action|Adventure|Simulation|Military|Atmospheric|Great Soundtrack|Top-Down Shooter
"NIS America, Inc.",Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,2017-05-10,Free,"ARC SYSTEM WORKS Co., Ltd.,TOYBOX Inc.",Simulation,Simulation
GAMES FOR HUMANS,WAVESHAPER: Original Soundtrack,WAVESHAPER: Original Soundtrack,2017-05-10,0.99,GAMES FOR HUMANS,Indie,Indie
"Acoustica, Inc.",Mixcraft 8 Home Studio,Mixcraft 8 Home Studio,2017-05-08,49.99,"Acoustica, Inc.",Audio Production|Utilities|Video Production,Audio Production|Utilities|Video Production
Rebellion,Battlezone - Hi-Viz Skins Pack,Battlezone - Hi-Viz Skins Pack,2017-05-11,3.99,Rebellion,Action,Action
Rebellion,Battlezone - All Skins Pack,Battlezone - All Skins Pack,2017-05-11,9.99,Rebellion,Action,Action
Badim,Royal Offense,Royal Offense,2017-05-10,2.99,Badim,Indie|RPG|Strategy,Indie|Strategy|RPG|Pixel Graphics
Rebellion,Battlezone - Cannon Turret (Bobblehead),Battlezone - Cannon Turret (Bobblehead),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Bobblehead Pack,Battlezone - Bobblehead Pack,2017-05-11,4.99,Rebellion,Action,Action
Rebellion,Battlezone - Classic Camo (Skin),Battlezone - Classic Camo (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Military Camo Skins Pack,Battlezone - Military Camo Skins Pack,2017-05-11,3.99,Rebellion,Action,Action
Rebellion,Battlezone - Classic Tiger (Skin),Battlezone - Classic Tiger (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Safari Camo Skins Pack,Battlezone - Safari Camo Skins Pack,2017-05-11,3.99,Rebellion,Action,Action
Rebellion,Battlezone - Digital Camo (Skin),Battlezone - Digital Camo (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Classic Neon (Skin),Battlezone - Classic Neon (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Flame Neon (Skin),Battlezone - Flame Neon (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Green Tiger (Skin),Battlezone - Green Tiger (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Hot Neon (Skin),Battlezone - Hot Neon (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Joust Knight (Bobblehead),Battlezone - Joust Knight (Bobblehead),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Judge Dredd (Bobblehead),Battlezone - Judge Dredd (Bobblehead),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Judge Death (Bobblehead),Battlezone - Judge Death (Bobblehead),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Missile Turret (Bobblehead),Battlezone - Missile Turret (Bobblehead),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Modern Camo (Skin),Battlezone - Modern Camo (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Natural Camo (Skin),Battlezone - Natural Camo (Skin),2017-05-11,0.99,Rebellion,Action,Action
Rebellion,Battlezone - Red Tiger (Skin),Battlezone - Red Tiger (Skin),2017-05-11,0.99,Rebellion,Action,Action
CodeBullet,Landless,Landless,2017-05-10,14.99,CodeBullet,Action|Adventure|Casual|Indie|RPG|Simulation|Early Access,Early Access|Adventure|Survival|Simulation|RPG|Action|Indie|Casual|Open World|Crafting|Base Building|Building|Shooter|Exploration|Hunting|Pirates|Post-apocalyptic|Rogue-like|Great Soundtrack|Action-Adventure
Devolver Digital,Block'hood,Block'hood,2017-05-10,14.99,Plethora-Project LLC,Indie|Simulation|Strategy,City Builder|Simulation|Strategy|Indie|Sandbox|Puzzle|Education|Building|Singleplayer|Isometric|Great Soundtrack|Multiplayer
Rebellion,Battlezone - Pink Tiger (Skin),Battlezone - Pink Tiger (Skin),2017-05-11,0.99,Rebellion,Action,Action
Tencent Games,Shadow Mist,Shadow Mist,2017-05-10,4.99,Tencent Games,Adventure|Casual|Indie|Strategy,Casual|Adventure|Strategy|Indie|Puzzle
DimleTeam,A SECOND BEFORE US,A SECOND BEFORE US,2017-05-10,8.99,DimleTeam,Adventure|Indie,Adventure|Indie|Exploration|Walking Simulator|Atmospheric|Mystery
Aerosoft GmbH,OMSI 2 Add-On Citybus i280 Series,OMSI 2 Add-On Citybus i280 Series,2017-05-11,14.99,BusTrainz,Simulation,Simulation
CCP,EVE Online: 240 PLEX,EVE Online: 240 PLEX,2017-05-09,9.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
CCP,EVE Online: 500 PLEX,EVE Online: 500 PLEX,2017-05-09,19.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
CCP,EVE Online: 1100 PLEX,EVE Online: 1100 PLEX,2017-05-09,39.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
CCP,EVE Online: 2860 PLEX,EVE Online: 2860 PLEX,2017-05-09,99.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
CCP,EVE Online: 110 PLEX,EVE Online: 110 PLEX,2017-05-09,4.99,CCP,Free to Play|Massively Multiplayer|RPG,Massively Multiplayer|RPG|Free to Play
CCP,EVE Online: 7430 PLEX,EVE Online: 7430 PLEX,2017-05-09,249.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
CCP,EVE Online: 15400 PLEX,EVE Online: 15400 PLEX,2017-05-09,499.99,CCP,Free to Play|Massively Multiplayer|RPG,Free to Play|RPG|Massively Multiplayer
Big Fish Games,Beyond: Light Advent Collector's Edition,Beyond: Light Advent Collector's Edition,2017-05-05,9.99,Mad Head Games,Adventure|Casual,Adventure|Casual|Hidden Object
Green Moss Game,Calico & Co.,Calico &amp; Co.,2017-04-28,4.99,Green Moss Game,Adventure|Casual|Indie|Early Access,Early Access|Indie|Casual|Adventure|Platformer
StevenHarmonGames,Griptape Backbone,Griptape Backbone,2017-05-05,Free,StevenHarmonGames,Indie,Indie|Great Soundtrack|Atmospheric|Experience|Relaxing|Open World|Memes
SC Jogos,Andarilho,Andarilho,2017-05-05,2.97,SC Jogos,Action|Adventure|Casual|Indie|Simulation|Early Access,Early Access|Simulation|Action|Adventure|Indie|Casual
Sekai Project,Lily of the Valley,Lily of the Valley,2017-05-05,2.99,ebi-hime,Casual|Indie,Indie|Casual|Visual Novel
Sekai Project,Lily of the Valley - Original Soundtrack,Lily of the Valley - Original Soundtrack,2017-05-05,0.99,ebi-hime,Casual|Indie,Indie|Casual
FeelThere,Tower!2011:SE - La Guardia [KLGA] Airport,Tower!2011:SE - La Guardia [KLGA] Airport,2017-05-05,9.99,FeelThere,Indie|Simulation,Indie|Simulation
Solid Patterns,Bombinator,Bombinator,2017-05-05,Free To Play,Solid Patterns,Action|Free to Play|Indie|Early Access,Early Access|Free to Play|Action|Indie
Kongregate,Animation Throwdown: The Quest for Cards,Animation Throwdown: The Quest for Cards,2017-05-05,Free to Play,"Synapse Games,Chinzilla",Adventure|Free to Play|RPG|Strategy,Free to Play|Strategy|Card Game|Adventure|RPG|Memes|Multiplayer|Trading Card Game|Funny|Psychological Horror|Comedy|Casual|Story Rich|Nudity|Anime
Digerati Distribution,Monster Slayers - Fire and Steel Expansion,Monster Slayers - Fire and Steel Expansion,2017-05-05,4.99,Nerdook Productions,Action|Indie,Action|Indie
Borokai Studio,OMEGA PATTERN - VISUAL NOVEL,OMEGA PATTERN - VISUAL NOVEL,2017-05-26,4.99,Borokai Studio,Adventure|Indie|Simulation,Adventure|Sexual Content|Violent|Indie|Simulation|Visual Novel
NCH Software,PhotoPad,PhotoPad,2017-05-05,49.99,NCH Software,Design &amp; Illustration|Photo Editing,Design & Illustration|Photo Editing
Absorbed Studios,The Flaws of Gravity,The Flaws of Gravity,2017-05-05,Free To Play,Absorbed Studios,Adventure|Free to Play|Indie,Free to Play|Indie|Adventure|Puzzle
Ardi Studio,The Astral Hero,The Astral Hero,2017-05-05,0.99,Ardi Studio,Action|Adventure|Indie,Action|Adventure|Indie
Aldorlea Games,Opaline,Opaline,2017-05-05,3.99,Warfare Studios,Adventure|Casual|Indie|RPG,RPG|Casual|Indie|Adventure|RPGMaker
Curve Digital,Human: Fall Flat Official Soundtrack,Human: Fall Flat Official Soundtrack,2017-05-08,4.99,No Brakes Games,Adventure|Indie,Adventure|Indie
David Schneider,Blockle,Blockle,2017-05-08,4.99,David Schneider,Casual|Indie,Indie|Casual
Casioqu,Cat or Bread?,Cat or Bread?,2017-05-08,0.99,Casioqu,Casual|Indie,Casual|Indie|Memes
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Ritual Cleric / フィリス衣装『リチュアルクレリック』,Atelier Firis - Costume: Ritual Cleric / フィリス衣装『リチュアルクレリック』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Character: Shanon / 追加キャラクター『シャノン』,Atelier Firis - Character: Shanon / 追加キャラクター『シャノン』,2017-05-08,6.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Noble Wizard / イルメリア衣装『ノーブルウィザード』,Atelier Firis - Costume: Noble Wizard / イルメリア衣装『ノーブルウィザード』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"Mad Dog Games, LLC",NBA Playgrounds,NBA Playgrounds,2017-05-08,19.99,Saber Interactive,Sports,Sports|Basketball|Multiplayer|Arcade|Local Multiplayer
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Duel Warrior / ドロッセル衣装『デュエルウォーリア』,Atelier Firis - Costume: Duel Warrior / ドロッセル衣装『デュエルウォーリア』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
"KOEI TECMO GAMES CO., LTD.",Atelier Firis - Costume: Crest Paladin / シャノン衣装『クレストパラディン』,Atelier Firis - Costume: Crest Paladin / シャノン衣装『クレストパラディン』,2017-05-08,1.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
RCG,POBEDA - SOUNDTRACK,POBEDA - SOUNDTRACK,2017-05-09,Free,MyST,Action|Casual|Indie,Action|Indie|Casual
bch waves studio,Run Away,Run Away,2017-05-08,4.99,bch waves studio,Adventure|Casual,Adventure|Casual|Visual Novel
RCG,POBEDA,POBEDA,2017-05-09,0.99,"RCG,MyST",Action|Casual|Indie,Indie|Casual|Action
Brantisky Interactive,B-12: Brantisky Mk. 12,B-12: Brantisky Mk. 12,2017-05-07,8.99,Brantisky Interactive,Action|Indie|Early Access,Early Access|Indie|Action|Arcade|Robots|3D Platformer|Procedural Generation|Futuristic|Sci-fi|First-Person|Third Person|FPS|Rogue-like|Rogue-lite|Third-Person Shooter|Shooter|Singleplayer|Difficult
KAMAi MEDIA,Sonder. Episode ONE,Sonder. Episode ONE,2017-05-09,3.99,KAMAi MEDIA,Adventure|Indie|Simulation|Early Access,Early Access|Adventure|Indie|Simulation
VisualArts,planetarian HD,planetarian HD,2017-05-08,9.99,VisualArts/Key,Adventure|Casual|Simulation,Visual Novel|Anime|Adventure|Casual|Simulation|Robots|Nudity
Michael Klaus Schmidt,Star Explorers,Star Explorers,2017-05-08,4.99,Michael Klaus Schmidt,Action|Adventure|Indie|RPG|Simulation|Early Access,Early Access|Action|Adventure|RPG|Indie|Simulation|Space Sim
Rain Games,World to the West - Soundtrack,World to the West - Soundtrack,2017-05-05,1.99,Rain Games,Action|Adventure|Indie|RPG,Action|Adventure|RPG|Indie
Gameforge 4D GmbH,Metin2,Metin2,2006-12-17,Free to Play,WEBZEN Inc.,Action|Adventure|Free to Play|Massively Multiplayer|RPG,Free to Play|MMORPG|Massively Multiplayer|Adventure|Action|PvP|RPG|Open World|Multiplayer|Fantasy|PvE|Strategy|Action RPG|Nudity|Anime|Dating Sim|Psychological Horror|Sexual Content|Horror|Casual
ANPA.US,Survival Zombies The Inverted Evolution,Survival Zombies The Inverted Evolution,2017-05-08,4.99,Racing Bros,Action|Adventure|Indie|Simulation,Action|Indie|Adventure|Simulation|Zombies|Shooter|Horror|Multiplayer|First-Person|Survival
2Chance Projects,Frosty Kiss - Digital Soundtrack,Frosty Kiss - Digital Soundtrack,2017-05-08,1.99,"2Chance Projects,IIchan Eroge Team,DjSM",Adventure|Casual|Indie,Adventure|Indie|Casual
Octopus Tree,Buildanauts,Buildanauts,2017-05-04,14.99,TouchTilt Games,Casual|Indie|Simulation|Early Access,Early Access|Simulation|Indie|Casual|Building|Sandbox|City Builder
Akimbo Creations,ARC Continuum,ARC Continuum,2017-01-10,9.99,Akimbo Creations,Action|Adventure|Indie,Action|Adventure|Indie
Plug In Digital,Wars Across the World: Kentucky 1861,Wars Across the World: Kentucky 1861,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across The World,Wars Across The World,2017-05-04,14.99,Strategiae,Indie|Strategy,Strategy|Indie|Turn-Based|Board Game|Historical|Turn-Based Strategy
Plug In Digital,Wars Across the World: Austerlitz 1805,Wars Across the World: Austerlitz 1805,2017-05-04,9.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Berlin 1945,Wars Across the World: Berlin 1945,2017-05-04,9.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Bull Run 1861,Wars Across the World: Bull Run 1861,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Carrhae 53,Wars Across the World: Carrhae 53,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Hamilkar 264,Wars Across the World: Hamilkar 264,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Korea 1950,Wars Across the World: Korea 1950,2017-05-04,9.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Mali 2012,Wars Across the World: Mali 2012,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Missouri 1861,Wars Across the World: Missouri 1861,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Six Days 1967,Wars Across the World: Six Days 1967,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Tannenberg 1914,Wars Across the World: Tannenberg 1914,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: Waterloo 1815,Wars Across the World: Waterloo 1815,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars Across the World: West Virginia 1861,Wars Across the World: West Virginia 1861,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Plug In Digital,Wars across the Wolrd: Bulge 1944,Wars across the Wolrd: Bulge 1944,2017-05-04,4.99,Strategiae,Indie|Strategy,Strategy|Indie
Valve,Fight Songs: The Music Of Team Fortress 2,Fight Songs: The Music Of Team Fortress 2,2017-05-04,12.99,Valve,Action|Free to Play,Action|Free to Play|Great Soundtrack|Music
MoFunZone Inc,Duck Life: Space,Duck Life: Space,2017-05-04,3.99,"Wix Games,MAD.com",Casual|Indie|Racing|Simulation|Sports,Casual|Simulation|Sports|Indie|Racing
Coconut Island Games,Shio,Shio,2017-05-05,11.99,Coconut Island Studio,Action|Indie,Indie|Action|Difficult|Casual|Great Soundtrack|Stylized|Platformer|Adventure|Parkour|Retro|Silent Protagonist|Atmospheric|Exploration|Side Scroller|Runner|Gaming|Story Rich|Soundtrack|Physics|Racing
Xelphyre Games,"Rock, Ken, Bo","Rock, Ken, Bo",2017-05-04,3.99,Xelphyre Games,Action|Indie,Action|Indie
Coconut Island Games,Shio - Original Soundtrack,Shio - Original Soundtrack,2017-05-05,5.99,"Coconut Island Studio,Elecrystal Music",,
Aerosoft GmbH,X-Plane 11 - Add-on: Aerosoft - Airport Lugano,X-Plane 11 - Add-on: Aerosoft - Airport Lugano,2017-05-05,19.99,Aerosoft GmbH,Simulation,Simulation
PsychoFlux Entertainment,Deep Dark Dungeon,Deep Dark Dungeon,2017-05-05,9.99,GlassCats,Action|Indie|RPG|Early Access,Early Access|Indie|Action|RPG|Local Co-Op|Hack and Slash|Rogue-lite|4 Player Local|Controller|Rogue-like|Action RPG|Local Multiplayer|Crowdfunded|Fantasy|Top-Down|Co-op|Perma Death|Difficult|Dark
FIVE-BN GAMES,Lost Lands: The Wanderer,Lost Lands: The Wanderer,2017-05-03,6.99,FIVE-BN GAMES,Adventure|Casual,Adventure|Casual|Hidden Object
Big Fish Games,"Cadenza: Music, Betrayal and Death Collector's Edition","Cadenza: Music, Betrayal and Death Collector's Edition",2017-05-03,9.99,Mad Head Games,Adventure|Casual,Adventure|Casual
ErayTek,Time in Time,Time in Time,2017-05-03,2.99,ErayTek,Indie|Strategy,Indie|Strategy|Puzzle-Platformer|Difficult
Super God,Riptale Soundtrack,Riptale Soundtrack,2017-05-03,4.99,Super God,Action|Adventure|Indie,Action|Adventure|Indie
Ubisoft,Steep™ - Winterfest Pack,Steep™ - Winterfest Pack,2017-05-03,11.99,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev",Action|Sports,Sports|Action
"XSEED Games, Marvelous USA, Inc.",The Legend of Heroes: Trails in the Sky the 3rd,The Legend of Heroes: Trails in the Sky the 3rd,2017-05-03,29.99,Nihon Falcom,RPG,RPG|JRPG|Great Soundtrack|Story Rich|Anime|Turn-Based|Singleplayer|Fantasy
GAMES FOR HUMANS,WAVESHAPER,WAVESHAPER,2017-05-03,0.99,GAMES FOR HUMANS,Action|Casual|Indie,Action|Indie|Casual|2D|Minimalist|Difficult|Score Attack|Runner
My Owl Software,Apple Jack 1&2,Apple Jack 1&amp;2,2017-05-03,6.99,My Owl Software,Action|Indie,Action|Indie|Puzzle-Platformer
Interplay Entertainment Corp.,Shattered Steel,Shattered Steel,1996-09-30,9.99,BioWare,Action|Simulation,Action|Simulation|Mechs
FeelThere,Tower!2011:SE,Tower!2011:SE,2017-05-03,24.99,FeelThere,Indie|Simulation,Simulation|Indie
N3V Games,TANE DLC: Shmmns Coil Transporter,TANE DLC: Shmmns Coil Transporter,2017-05-03,7.99,N3V Games,Simulation,Simulation
Devolver Digital,SPACEPLAN,SPACEPLAN,2017-05-03,2.99,Jake Hollands,Adventure|Casual|Indie,Casual|Indie|Adventure|Clicker|Great Soundtrack|Space|Singleplayer
N3V Games,TANE DLC: Canadian Rocky Mountains - Rogers Pass,TANE DLC: Canadian Rocky Mountains - Rogers Pass,2017-05-03,39.99,N3V Games,Simulation,Simulation
Zanardi and Liza,Battle Bruise,Battle Bruise,2017-04-22,0.99,Zanardi and Liza,Action|Indie,Action|Indie|Zombies
Blaiz Entertainment,Kick Speed : Global Operations ( KS : GO ),Kick Speed : Global Operations ( KS : GO ),2017-04-27,2.99,Blaiz Entertainment,Action|Indie|Strategy,Strategy|Action|Indie
Broken Arms Games Pty Ltd,ATOMINE,ATOMINE,2017-05-04,9.99,Broken Arms Games Pty Ltd,Action|Indie,Action|Indie|Twin Stick Shooter|Top-Down Shooter|Rogue-lite|Bullet Hell|Procedural Generation|Hacking|Replay Value|Minimalist|Singleplayer|Great Soundtrack|Perma Death|Rogue-like|Shooter|Difficult
Fatshark,Warhammer: End Times - Vermintide Stromdorf,Warhammer: End Times - Vermintide Stromdorf,2017-05-04,6.99,Fatshark,Action|Indie,Action|Indie|Gore|Violent
Panoramik Inc,Tap Adventure: Time Travel - Beginner's Pack,Tap Adventure: Time Travel - Beginner's Pack,2017-05-04,11.99,Avallon Alliance,Adventure|Free to Play,Adventure|Free to Play
Leaning Tower Studio,Eventide Night,Eventide Night,2017-05-04,1.99,Leaning Tower Studio,Casual|Indie,Indie|Casual|Bullet Hell
Alpha72 Games,Chromadrome 2,Chromadrome 2,2007-04-09,2.99,Alpha72 Games,Action|Racing,Action|Racing
ArcaneRaise,Female #1 + Starter Pack for Arcane (pre)Raise,Female #1 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,Female #2 + Starter Pack for Arcane (pre)Raise,Female #2 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,Female #3 + Starter Pack for Arcane (pre)Raise,Female #3 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,Male #2 + Starter Pack for Arcane (pre)Raise,Male #2 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,- Arcane preRaise -,- Arcane preRaise -,2017-05-02,2.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,RPG|Casual|Adventure|Indie|Strategy|Fantasy|Female Protagonist|Character Customization|JRPG|Story Rich|RPGMaker
Square Enix,NieR:Automata™ - 3C3C1D119440927,NieR:Automata™ - 3C3C1D119440927,2017-05-02,13.99,Square Enix,Action|RPG,RPG|Action|Female Protagonist|Great Soundtrack|Nudity
ArcaneRaise,Male #1 + Starter Pack for Arcane (pre)Raise,Male #1 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,Starter Pack for Arcane (pre)Raise,Starter Pack for Arcane (pre)Raise,2017-05-01,0.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
ArcaneRaise,Male #3 + Starter Pack for Arcane (pre)Raise,Male #3 + Starter Pack for Arcane (pre)Raise,2017-05-01,3.99,Arcane Raise,Adventure|Casual|Indie|RPG|Strategy,Strategy|Adventure|RPG|Indie|Casual
Activision,Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,2017-05-02,3.99,Infinity Ward,Action|Adventure,Action|Adventure|Violent
Fastbird Dev Studio,Gluon,Gluon,2017-05-02,3.99,Fastbird Dev Studio,Action|Indie|RPG|Simulation|Strategy,Strategy|Action|Indie|Simulation|RPG
White Giant RPG Studios,Last Dream: World Unknown,Last Dream: World Unknown,2017-06-01,9.99,White Giant RPG Studios,Indie|RPG,Indie|RPG|Puzzle|Classic|RPGMaker|JRPG|Turn-Based
Throwback Entertainment Inc.,Extreme-G 2,Extreme-G 2,1998-11-17,7.99,Acclaim Cheltenham,Racing,Racing|Classic|Futuristic
"Shanghai JingCai Computer Software Development Co., Ltd",Metal Waltz: Anime tank girls,Metal Waltz: Anime tank girls,2017-04-19,Free To Play,"Shanghai JingCai Computer Software Development Co., Ltd",Adventure|RPG|Simulation|Strategy,RPG|Strategy|Anime|Simulation|Adventure|Free to Play|Military|Nudity
Three Brothers Games,Tower in the Sky : Tactics Edition,Tower in the Sky : Tactics Edition,2017-05-01,9.99,Three Brothers Games,Action|Adventure|Indie|RPG|Strategy,Adventure|Action|Indie|Strategy|RPG
Tuttifrutti Interactive,Darkarta: A Broken Heart's Quest CE - Music Pack,Darkarta: A Broken Heart's Quest CE - Music Pack,2017-05-01,9.99,Tuttifrutti Interactive,Adventure|Casual|Indie,Indie|Casual|Adventure|Great Soundtrack|Atmospheric|Singleplayer|Romance|Crowdfunded|Female Protagonist
AGM PLAYISM,Vertical Strike Endless Challenge,Vertical Strike Endless Challenge,2017-04-28,4.99,Project ICKX,Action|Indie|Simulation,Action|Indie|Simulation|Flight|War|Military|Great Soundtrack|Casual|Strategy|Shooter|Singleplayer|Controller|Realistic
"Carbomb Software, Nova Dimension",Westboro,Westboro,2017-04-27,17.99,Carbomb Software,Action|Adventure|Indie|RPG,Action|RPG|Indie|Adventure|Cyberpunk|Dark|Action RPG|Sci-fi
Dovetail Games,TS Marketplace: Ootz 42 Wagon Pack Add-On,TS Marketplace: Ootz 42 Wagon Pack Add-On,2017-04-28,4.99,virtualRailroads,Simulation,Simulation
Dovetail Games,TS Marketplace: Fads 177 Wagon Pack Add-On,TS Marketplace: Fads 177 Wagon Pack Add-On,2017-04-28,4.99,virtualRailroads,Simulation,Simulation
Dovetail Games,TS Marketplace: Tagnoos 898 Wagon Pack Add-On,TS Marketplace: Tagnoos 898 Wagon Pack Add-On,2017-04-28,4.99,virtualRailroads,Simulation,Simulation
Reine Works,Blossoms Bloom Brightest,Blossoms Bloom Brightest,2017-04-28,10.96,Reine Works,Adventure|Casual|Indie,Indie|Casual|Adventure|Visual Novel|Female Protagonist
Reine Works,Blossoms Bloom Brightest - Guide Book,Blossoms Bloom Brightest - Guide Book,2017-04-28,1.99,Reine Works,Indie,Indie
Reine Works,Blossoms Bloom Brightest - Sara Daki,Blossoms Bloom Brightest - Sara Daki,2017-04-28,2.99,Reine Works,Adventure|Casual|Indie,Adventure|Indie|Casual
Big Way,One Dog Story,One Dog Story,2017-04-28,9.99,Big Way Games,Action|Adventure|Indie,Action|Indie|Adventure|Metroidvania|Platformer|Side Scroller|Pixel Graphics|Cute|2D|Atmospheric|Exploration|Mystery|Historical|Story Rich|Great Soundtrack|Singleplayer|Action-Adventure|Shooter|Futuristic|Hack and Slash
Big Way,One Dog Story - The Complete Soundtrack,One Dog Story - The Complete Soundtrack,2017-04-28,3.99,Big Way Games,Action|Adventure|Indie,Action|Adventure|Indie|Atmospheric|Story Rich|Great Soundtrack|Side Scroller|Exploration|2D|Pixel Graphics|Metroidvania|Survival|Cute|Mystery|Historical
Reine Works,Blossoms Bloom Brightest - Erica Daki,Blossoms Bloom Brightest - Erica Daki,2017-04-28,2.99,Reine Works,Adventure|Casual|Indie,Adventure|Indie|Casual
Reine Works,Blossoms Bloom Brightest - Kotoha Daki,Blossoms Bloom Brightest - Kotoha Daki,2017-04-28,2.99,Reine Works,Adventure|Casual|Indie,Adventure|Indie|Casual
ThinkFast Studio,Cublast HD,Cublast HD,2017-04-28,9.99,ThinkFast Studio,Casual|Indie,Casual|Indie|Platformer|Puzzle|Puzzle-Platformer
